race,gender,lsat,ugpa,zfygpa
0.0,1.0,0.7297297297297298,0.825,0.4886363636363637
1.0,0.0,0.6216216216216217,1.0,0.6881313131313131
1.0,0.0,0.6216216216216217,0.975,0.398989898989899
1.0,0.0,0.9189189189189189,0.825,0.7588383838383839
1.0,1.0,0.7567567567567568,0.625,0.4823232323232324
1.0,1.0,0.7297297297297298,0.75,0.5492424242424243
1.0,1.0,0.6216216216216217,0.625,0.5757575757575758
1.0,1.0,0.7027027027027026,0.875,0.585858585858586
1.0,1.0,0.7027027027027026,0.9,0.7487373737373738
1.0,1.0,0.8648648648648649,0.7,0.46338383838383845
1.0,1.0,0.6756756756756757,0.675,0.4002525252525253
1.0,0.0,0.5405405405405406,0.8,0.43939393939393945
1.0,0.0,0.7837837837837838,1.0,0.5391414141414141
1.0,1.0,0.6216216216216217,0.8,0.6073232323232324
1.0,1.0,0.7027027027027026,0.65,0.6060606060606061
1.0,1.0,0.972972972972973,0.825,0.8257575757575759
1.0,0.0,0.7297297297297298,0.675,0.48989898989898994
1.0,1.0,0.8378378378378377,0.875,0.571969696969697
1.0,1.0,0.5675675675675675,0.775,0.5631313131313131
1.0,1.0,0.6486486486486487,0.6,0.3737373737373738
1.0,1.0,0.8378378378378377,0.85,0.5088383838383839
1.0,0.0,0.7297297297297298,0.775,0.6414141414141414
1.0,1.0,0.7027027027027026,0.825,0.3295454545454546
1.0,1.0,0.8378378378378377,0.975,0.6287878787878789
1.0,1.0,0.8378378378378377,0.775,0.5820707070707072
1.0,0.0,0.7027027027027026,0.8,0.691919191919192
1.0,1.0,0.6756756756756757,0.85,0.7575757575757577
0.0,0.0,0.6486486486486487,0.725,0.5580808080808082
1.0,1.0,0.7027027027027026,0.725,0.31439393939393945
1.0,0.0,0.9189189189189189,0.95,0.4520202020202021
1.0,0.0,0.7297297297297298,0.75,0.6098484848484849
0.0,0.0,0.1891891891891892,0.55,0.2790404040404041
1.0,0.0,0.8648648648648649,0.875,0.49368686868686873
1.0,0.0,0.7297297297297298,0.875,0.4646464646464647
1.0,1.0,0.8648648648648649,0.575,0.5744949494949495
1.0,1.0,0.7027027027027026,0.875,0.7575757575757577
1.0,1.0,0.7297297297297298,0.725,0.5871212121212122
1.0,0.0,0.7837837837837838,0.85,0.537878787878788
1.0,1.0,0.7837837837837838,0.925,0.45959595959595967
1.0,1.0,0.945945945945946,0.825,0.6931818181818182
1.0,1.0,0.6486486486486487,0.75,0.7146464646464648
1.0,1.0,0.6756756756756757,0.825,0.5
1.0,1.0,0.7567567567567568,0.575,0.6275252525252526
1.0,1.0,0.48648648648648646,0.875,0.667929292929293
1.0,0.0,0.7837837837837838,0.775,0.6666666666666667
1.0,1.0,0.8918918918918919,0.875,0.5277777777777778
1.0,0.0,0.7567567567567568,0.775,0.4368686868686869
1.0,1.0,0.7162162162162162,0.9,0.6616161616161617
1.0,1.0,0.6216216216216217,0.75,0.6363636363636365
1.0,1.0,0.6486486486486487,0.775,0.4747474747474748
1.0,1.0,0.7567567567567568,0.825,0.5277777777777778
1.0,0.0,0.6216216216216217,0.725,0.6022727272727273
1.0,1.0,0.5405405405405406,0.75,0.5934343434343435
1.0,1.0,0.7567567567567568,0.875,0.7146464646464648
0.0,1.0,0.5675675675675675,0.725,0.47348484848484856
1.0,0.0,0.5810810810810811,0.85,0.7891414141414143
1.0,1.0,0.8648648648648649,0.875,0.6401515151515152
1.0,1.0,0.8108108108108107,0.825,0.5909090909090909
1.0,0.0,0.8378378378378377,0.875,0.470959595959596
1.0,0.0,0.6756756756756757,0.8,0.5176767676767677
1.0,0.0,0.8648648648648649,0.55,0.7651515151515152
1.0,1.0,0.6756756756756757,0.9,0.4848484848484849
1.0,1.0,0.8378378378378377,0.75,0.696969696969697
1.0,1.0,0.7027027027027026,0.925,0.5820707070707072
1.0,1.0,0.8648648648648649,0.75,0.4002525252525253
1.0,0.0,0.8648648648648649,0.875,0.3585858585858586
0.0,0.0,0.5135135135135136,0.675,0.34722222222222227
1.0,0.0,0.6216216216216217,0.925,0.4772727272727273
1.0,1.0,0.5135135135135136,0.675,0.4280303030303031
1.0,1.0,1.0,0.825,0.7058080808080809
1.0,1.0,1.0,0.875,0.6300505050505051
1.0,1.0,0.6756756756756757,0.75,0.4191919191919192
1.0,1.0,0.8648648648648649,0.875,0.7159090909090909
1.0,1.0,0.7027027027027026,0.875,0.7992424242424243
1.0,1.0,0.8243243243243243,0.75,0.4823232323232324
1.0,0.0,0.7027027027027026,0.725,0.6881313131313131
1.0,1.0,0.8108108108108107,0.875,0.6250000000000001
1.0,0.0,0.7567567567567568,0.925,0.6174242424242424
1.0,0.0,0.7567567567567568,0.775,0.7424242424242424
1.0,0.0,0.5135135135135136,0.9,0.6174242424242424
1.0,0.0,0.7297297297297298,0.9,0.6691919191919192
1.0,1.0,0.48648648648648646,0.7,0.5441919191919192
1.0,0.0,0.7567567567567568,0.7,0.6666666666666667
1.0,0.0,0.5945945945945945,0.8,0.5050505050505051
1.0,0.0,0.5540540540540542,0.85,0.513888888888889
1.0,1.0,0.5540540540540542,0.825,0.6565656565656566
1.0,1.0,0.7837837837837838,0.9,0.5290404040404041
1.0,1.0,1.0,0.85,0.6022727272727273
1.0,1.0,0.8918918918918919,0.65,0.4305555555555556
1.0,0.0,0.4945945945945946,0.775,0.44065656565656575
1.0,1.0,0.6891891891891893,0.9,0.45328282828282834
1.0,0.0,0.6756756756756757,0.875,0.7626262626262628
1.0,1.0,0.40540540540540543,0.85,0.6553030303030304
1.0,0.0,0.8378378378378377,0.875,0.6275252525252526
1.0,0.0,0.7837837837837838,0.625,0.5290404040404041
0.0,1.0,0.5675675675675675,0.65,0.2020202020202021
1.0,1.0,0.6486486486486487,0.75,0.5782828282828283
1.0,1.0,0.48648648648648646,0.875,0.5227272727272728
1.0,0.0,0.6216216216216217,0.95,0.5744949494949495
1.0,1.0,0.7297297297297298,0.975,0.7664141414141414
1.0,1.0,0.6756756756756757,0.725,0.595959595959596
1.0,0.0,0.7027027027027026,0.875,0.6553030303030304
1.0,1.0,0.7567567567567568,0.9,0.5101010101010102
1.0,0.0,0.7297297297297298,0.975,0.6830808080808082
1.0,0.0,0.7027027027027026,0.825,0.3535353535353536
1.0,0.0,0.7297297297297298,0.925,0.8434343434343435
1.0,0.0,0.40540540540540543,0.8,0.5265151515151516
1.0,0.0,0.9189189189189189,0.825,0.7297979797979799
1.0,1.0,0.6486486486486487,0.85,0.7992424242424243
1.0,1.0,0.8648648648648649,0.9,0.8030303030303031
1.0,1.0,0.7297297297297298,0.725,0.8005050505050506
1.0,1.0,0.8108108108108107,0.8,0.518939393939394
1.0,0.0,0.6216216216216217,0.825,0.7032828282828283
1.0,0.0,0.9189189189189189,0.825,0.686868686868687
1.0,1.0,0.6216216216216217,0.875,0.643939393939394
1.0,1.0,0.4324324324324325,0.925,0.43939393939393945
1.0,1.0,0.8378378378378377,0.8,0.6818181818181819
1.0,0.0,0.8918918918918919,0.825,0.6174242424242424
1.0,1.0,0.5405405405405406,0.75,0.6111111111111112
1.0,0.0,0.972972972972973,0.95,0.6742424242424243
1.0,0.0,0.8918918918918919,0.825,0.36489898989898994
1.0,0.0,0.7297297297297298,0.975,0.5202020202020202
1.0,0.0,0.9189189189189189,0.9,0.5921717171717172
1.0,1.0,0.7567567567567568,0.85,0.6704545454545455
1.0,1.0,0.6216216216216217,0.75,0.48611111111111116
1.0,1.0,0.5945945945945945,0.825,0.44065656565656575
1.0,1.0,0.7297297297297298,0.9,0.5631313131313131
1.0,1.0,0.6756756756756757,0.65,0.4886363636363637
1.0,0.0,0.5675675675675675,0.8,0.3964646464646465
1.0,0.0,0.6486486486486487,0.85,0.5492424242424243
1.0,0.0,0.37837837837837834,0.925,0.5643939393939394
1.0,1.0,0.972972972972973,0.725,0.7613636363636365
1.0,0.0,0.8108108108108107,0.775,0.6452020202020203
0.0,0.0,0.6486486486486487,0.775,0.3510101010101011
1.0,0.0,0.8378378378378377,0.875,0.5075757575757577
1.0,1.0,0.6891891891891893,0.825,0.4608585858585859
0.0,1.0,0.35135135135135137,0.9,0.3661616161616162
1.0,1.0,0.7567567567567568,0.825,0.523989898989899
1.0,1.0,0.8378378378378377,0.575,0.4886363636363637
1.0,1.0,0.8378378378378377,0.7,0.5820707070707072
0.0,1.0,0.4189189189189189,0.45,0.48737373737373746
1.0,1.0,0.7297297297297298,0.65,0.6881313131313131
0.0,0.0,0.37837837837837834,0.725,0.470959595959596
1.0,1.0,0.9189189189189189,1.0,0.7765151515151516
1.0,0.0,0.6216216216216217,0.85,0.6931818181818182
1.0,1.0,0.5,0.75,0.422979797979798
1.0,1.0,0.8108108108108107,0.775,0.6111111111111112
1.0,1.0,0.7837837837837838,0.875,0.5075757575757577
1.0,0.0,0.8378378378378377,0.75,0.6174242424242424
1.0,0.0,0.7837837837837838,0.75,0.7007575757575758
1.0,0.0,0.5135135135135136,0.875,0.5492424242424243
1.0,1.0,1.0,0.875,0.667929292929293
1.0,1.0,0.7027027027027026,0.825,0.8181818181818183
1.0,0.0,0.5945945945945945,0.85,0.4848484848484849
1.0,1.0,0.6756756756756757,0.775,0.6994949494949496
0.0,0.0,0.27027027027027023,0.65,0.38888888888888895
1.0,1.0,0.8918918918918919,0.675,0.5757575757575758
1.0,0.0,0.8918918918918919,0.85,0.8396464646464648
1.0,1.0,0.6486486486486487,0.775,0.4368686868686869
1.0,1.0,0.8648648648648649,0.9,0.8017676767676768
1.0,1.0,0.7027027027027026,0.825,0.6590909090909092
1.0,0.0,0.7567567567567568,0.9,0.5328282828282829
1.0,0.0,0.7567567567567568,0.875,0.7171717171717172
1.0,0.0,0.6216216216216217,0.85,0.5366161616161617
1.0,0.0,0.5405405405405406,0.85,0.4330808080808081
0.0,0.0,0.5675675675675675,0.75,0.297979797979798
1.0,1.0,0.7027027027027026,0.725,0.542929292929293
1.0,0.0,0.7837837837837838,0.875,0.4810606060606061
1.0,0.0,0.6756756756756757,0.9,0.6818181818181819
1.0,0.0,0.7567567567567568,0.9,0.5088383838383839
0.0,0.0,0.8108108108108107,0.8,0.686868686868687
1.0,0.0,0.5135135135135136,0.825,0.561868686868687
1.0,1.0,0.5945945945945945,0.875,0.41540404040404044
1.0,1.0,0.6486486486486487,0.85,0.6338383838383839
1.0,1.0,0.7027027027027026,0.725,0.5214646464646465
1.0,0.0,0.8918918918918919,0.85,0.5126262626262627
1.0,0.0,0.7027027027027026,0.925,0.6944444444444445
1.0,1.0,0.7027027027027026,0.75,0.5265151515151516
1.0,1.0,0.7837837837837838,0.9,0.7411616161616162
1.0,0.0,0.5945945945945945,0.725,0.38510101010101017
1.0,0.0,0.7837837837837838,0.8,0.6161616161616162
1.0,1.0,0.8918918918918919,0.825,0.5732323232323233
1.0,0.0,0.6486486486486487,0.875,0.6363636363636365
1.0,0.0,0.4594594594594595,0.925,0.6085858585858587
1.0,1.0,0.7297297297297298,0.8,0.47979797979797983
1.0,0.0,0.7297297297297298,0.75,0.44065656565656575
0.0,1.0,0.5405405405405406,0.675,0.48737373737373746
0.0,0.0,0.48648648648648646,0.725,0.6477272727272728
1.0,1.0,0.7837837837837838,0.725,0.619949494949495
1.0,0.0,0.7297297297297298,0.85,0.5782828282828283
1.0,1.0,0.8648648648648649,0.975,0.6161616161616162
1.0,0.0,0.7027027027027026,0.775,0.638888888888889
1.0,0.0,0.5405405405405406,0.675,0.3055555555555556
1.0,1.0,0.8918918918918919,0.85,0.5277777777777778
1.0,1.0,0.6756756756756757,0.8,0.422979797979798
1.0,1.0,0.6756756756756757,0.525,0.5883838383838385
1.0,0.0,0.5756756756756756,0.625,0.4608585858585859
1.0,1.0,0.8378378378378377,0.7,0.441919191919192
1.0,1.0,0.8378378378378377,0.775,0.5467171717171718
1.0,0.0,0.8108108108108107,0.875,0.662878787878788
0.0,1.0,0.445945945945946,0.525,0.4368686868686869
1.0,0.0,0.7837837837837838,1.0,0.5984848484848485
1.0,1.0,1.0,0.8,0.6957070707070707
1.0,0.0,0.8648648648648649,0.925,0.73989898989899
1.0,0.0,0.8918918918918919,0.675,0.40151515151515155
1.0,0.0,0.4324324324324325,0.875,0.5946969696969697
1.0,0.0,0.5135135135135136,0.85,0.4330808080808081
1.0,1.0,0.6486486486486487,0.725,0.5921717171717172
